message_id,date,text
1135,2024-08-19T15:57:00+00:00,"🌍⚠️የዝንጀሮ ፈንጣጣ በሽታ አሁን አሳሳቢ የአለም የጤና ጉዳይ ነው! በፍጥነት እየተስፋፋ ነው እና ትኩረታችንን ይፈልጋል። ⚠️🌍

📚ይህንን በሽታ ለመረዳት እንዲረዳዎ የተዘጋጀውን አጭር መረጃ ያንብቡ።

🔍 የዝንጀሮ ፈንጣጣ ምንድን ነው?
🔄እንዴት ነው የሚተላለፈው
⚠️ምልክቶቹ ምንድን ናቸው?
🩺በሽታው እንዴት ይታወቃል? እንዴትስ ይታከማል?
🛡 እንዴት መከላከል ይቻላል?

🧠ስለ  በሽታው በቂ እውቀት ይኑሮት፣ እራስዎን እና ሌሎችን ይጠብቁ!

✍️ ይህ ፅሁፍ የተፃፈው የ2022 የጤና ወግ የፅሁፍ ውድድር ላይ ተሳታፊ በነበረችው ዮዲት በላይሁን ነው።"
1134,2024-08-18T13:36:05+00:00,ከጤና ጥበቃ ሚኒስቴር
1133,2024-08-15T00:54:01+00:00,"በኢትዮጵያ እስካሁን ድረስ በዝንጀሮ ፈንጣጣ (MPox) በሽታ የተያዘ ሰው የለም። 
___

በሀገራችን እስካሁን ድረስ በዝንጀሮ ፈንጣጣ (MPox) የተጠረጠረም ሆነ የተረጋገጠ ታማሚ እንደሌለ እየገለፅን፤ የዝንጀሮ ፈንጣጣ (MPox) በሽታ በዝንጀሮ ፈንጣጣ ቫይረስ አማካኝነት የሚመጣ ሲሆን በወረርሽኝ መልክ ሊከሰት የሚችል በሽታ ነው፡፡ ከበሽታውም ምልክቶች ውስጥ እንደ ትኩሳት፣ ራስ ምታት፣ የዕጢ እብጠት፣ የጡንቻ እና የጀርባ ህመም፣ ሽፍታ፣ የቆዳ ቁስለት እንዲሁም የአቅም ማጣት ይገኙበታል፡፡

በትላንትናው ዕለት የአፍሪካ የበሽታዎች መከላከያና መቆጣጠሪያ ማዕከል ባወጣው መግለጫ መሰረት በ13 የአፍሪካ ሀገራት፣ 2,863 ሰዎች በበሽታ መያዛቸው እና 517 ሰዎች ለህልፈት መዳረጋቸዉ መረጋገጡ የተገለፀ ሲሆን በሽታዉም የህብረተሰብ ጤና አህጉራዊ ደህንነት ስጋት መሆኑን በመጥቀስ የበሽታውን ስርጭት ለመከላከል የሁሉም የአፍሪካ ሃገራት የጋራ እርምጃን የሚጠይቅ መሆኑ ተጠቁሟል።

የጤና ሚኒሰቴር ከኢትዮጵያ የሕብረተሰብ ጤና ኢንስቲትዩት እና ከተለያዩ ባለድርሻ አካላት ጋር በመተባበር የተለያዩ የሕብረተሰብ ጤና አደጋዎችን የቅድመ ዝግጅት፣ የቅኝት እና የምላሽ እንዲሁም የድንበር ጤና ልየታ እና አገልግሎት ስራዎችን የሕብረተሰብ ጤና አደጋዎች ማስተባበሪያ እና ምላሽ ማዕከል በማቋቋም እየሰራ ሲሆን በተለይም ደግሞ በኬንያ አዋሳኝ ሶስት ክልሎች ማለትም በኦሮሚያ፣ በሶማሌ እና በደቡብ ኢትዮጵያ ክልሎች በሚገኙ የመዉጫና መግቢያ ኬላዎች እንዲሁም በቦሌ አለም አቀፍ አየር መንገድ ላይ ከወትሮው በተጠናከረ ሁኔታ የቅኝት እና የልየታ ስራዎችን እየተገበረ ይገኛል፡፡  

በሽታው በቀጥታ ከሰው ወደ ሰው በንክኪ የሚተላለፍ እንደመሆኑ መጠን ከላይ የተጠቀሱትን ምልክቶች የሚያሳይ ማንኛዉም ሰዉ በሚገኝበት ጊዜ በአቅራቢያ ወደሚገኝ የጤና ተቋም ሪፖርት እንዲያደርግ ወይም በ952 እና 8335 ነጻ የስልክ መስመር ጥቆማ እንዲደረግ እያሳስብን ሁሉም አካላት ሊከተሏቸው የሚገቡ ሂደቶችን እና የጥንቃቄ እርምጃዎችን አስመልክቶ በቅርቡ ዝርዝር መግለጫ እንሰጣለን።

Website: moh.gov.et
Facebook: Ministry of Health, Ethiopia
Twitter: x.com/fmohealth
YouTube: @FMoHealthEthiopia
Tiktok: @mohethiopia"
1127,2024-08-05T16:40:39+00:00,"🌀የጤና ወግ በዚህ እሁድ የፊንጢጣ አካባቢ ህመም በሚል ርዕስ አዲስ ውይይት ይዞ ቀርቧል።

💥አንዳንድ የተለመዱ የፊንጢጣ አካባቢ ህመም መንስኤዎች ሄሞሮይድስ፣ የፊንጢጣ መሰንጠቅ፣ የሆድ ድርቀት፣ የፊንጢጣ ካንሰር እንዲሁም የአባላዘር በሽታዎች የተወሰኑት ናቸው።

📍በቴሌግራም ቀጥታ ስርጭት (Telegram live)

🗣እንግዳችን:
👉ዶ/ር ቢኒያም ዮሃንስ (በቅዱስ ጻውሎስ ሆስፒታል የጠቅላላ እና የአንጀት ቀዶ ህክምና ስፔሻሊስት)
👉ዶ/ር ሰለሞን በቀለ (በአ.አ የጤና ሳይንስ ኮሌጅ የጠቅላላ እና የአንጀት ቀዶ ህክምና ስፔሻሊስት እና የቀዶ ህክምና ረዳት ፕሮፌሰር)

🗓እሁድ ነሃሴ 5 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

⚡️ውይይቱን ለመቀላቀል እዚህ ይጫኑ
https://t.me/yetenaweg?livestream

⚡️የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: 👉https://t.me/+dl4juoncBxMyODVh"
1126,2024-08-03T08:14:40+00:00,"💥የሽንት ቧንቧ ኢንፌክሽን አና የኩላሊት ጠጠር 

👉 የሽንት ቧንቧ ኢንፌክሽን አና የኩላሊት ጠጠር ምንነት ያውቃሉ? መንስኤ እና አጋላጭ ሁኔታዎቹንስ ያውቃሉ? 

💥 የጤና ወግ ከዚህ ቀደም ስለ የሽንት ቧንቧ ኢንፌክሽን አና የኩላሊት ጠጠር ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዳችን:
ዶ/ር ሰይፈ በቀለ ጥላሁን

💥ስለ ኩላሊት ጠጠር እና የሽንት ቧንቧ ኢንፌክሽን ለማወቅ ይህንን ውይይት እንጋብዝዎታለን።"
1125,2024-07-29T06:30:42+00:00,"💥  ሄፓታይተስ ቫይረስ ጉበትን በብዛት የሚያጠቃ ኢንፌክሽን ነው።  

➢  የሚከሰተው ከአምስቱ የቫይረስ ወኪሎች በአንዱ ነው፡- HAV፣ HBV፣ HCV፣ ከኤች.ቢ.ቪ ጋር የተገናኘ ዴልታ ወኪል ወይም HDV፣ እና HEV።

 ✍✍ የዘንድሮው የአለም የጉበት ቀን  “የእርምጃ ጊዜው ነው "" ። በሚል መሪ ቃል ይከበራል።

👉በበሽታው ላለመያዝ ማድረግ ያሉብን ቅድመ ጥንቃቄዎች ምንድናቸው?

👉ሄፖታይተስ ክትባት እንዳለው ያውቃሉ?

🔸ስለ ሄፓታይተስ በቂ መረጃ ለማግኘት 
https://yetenaweg.com/%E1%88%84%E1%8D%90%E1%89%B3%E1%8B%AD%E1%89%B0%E1%88%B5hepatitis/

🔸ለበለጠ መረጃ:  https://yetenaweg.com/"
1123,2024-07-28T15:05:56+00:00,ተጀምሯል !!
1120,2024-07-22T09:10:11+00:00,"💥በዚህ እሁድ በቴሌግራም ቀጥታ ስርጭት!! 

የጤና ወግ 💫የሴት ልጅ ማረጥ💫 በሚል ርዕስ  ጠቃሚ ውይይት ይዘን ቀርበናል።

💡ማረጥ የሴቶች የወር አበባ ዑደት በቋሚነት የሚያቋርጥበት ተፈጥሯዊ ሂደት ሲሆን በተለምዶ ከ 45 እስከ 55 ዓመት ባለው ጊዜ ውስጥ ይከሰታል።

👉ምልክቶቹ ምንድን ናቸው?
👉መንስኤውስ ምን ሊሆን ይችላል?

🗣እንግዳችን:
👉 ዶ/ር መሰረት አንሳ (የፅንስ እና የማህፀን ህክምና ረዳት ፕሮፌሰር፣ የመካንነት እና ስነ-ተዋልዶ ኢንዶክሪኖሎጂ ሰብስፔሻሊስት)

🗓እሁድ ሀምሌ 21 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

⚡️ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

⚡️የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: https://t.me/+dl4juoncBxMyODVh"
1117,2024-07-21T15:53:57+00:00,"አሁን በቀጥታ መከታተል ትችላላችሁ 

https://t.me/yetenaweg?livestream=dda85bfa16440d42d1"
1115,2024-07-21T07:56:13+00:00,"🔖ለምፅ (Vitiligo)

👉🏾በአካላችን ጤናማ ሕዋሶች ውስጥ ሜላኖሳይት የሚባለውን ለቆዳ, ለፀጉር እና ለዐይን ቀለም የሚያመርቱ አካል ሲያጠቃ “ለምፅ” የሚባለውን በሽታ  ያስከትላል::

👉🏻የለምፅ ምልክቶቹ በጥቂቱ፦
  
   🪧በማንኛውም የቆዳ አካባቢ ላይ ሊወጣ ይችላል ፣ ነገር ግን በአብዛኛው ጊዜ፡
በፊት ፣ አንገት ፣ እጅ እና በቆዳ እጥፋቶች ላይ ይከሰታል።

   🪧አንዳንድ ጊዜ የፀጉር ሥሮች ባሉበት (ለምሳሌ፡ የራስ ቆዳዎ) ላይ ሊዳብር ይችላል፡ የዚህን ጊዜ የተጎዳው አካባቢ ላይ ያለው ፀጉር ነጭ ወይም ግራጫ ሊሆን ይችላል።

   🪧ለምፅ ከዓይን ችግሮች ጋርም ሊዛመድ ይችላል፣ 

👉🏻የለምፅ መንስኤዎች ምንድናቸው?

👉🏻ለምፅ ከሰው ወደ ሰው ይተላለፋል ወይ❓

👉🏻ሕክምናውስ ምንድነው?

💥እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት እዚህ ይጫኑ።

💥የቴሌግራም ቻናላችንን ለመቀላቀል  እዚህ ይጫኑ።"
1114,2024-07-18T04:27:10+00:00,"🥷ግላኮማ  “ዝምተኛው የዕይታ ሌባ”

👀ግላኮማ ብዙውን ጊዜ ዓይነ ስውርነትን  የሚያስከትለው በዝግታ እና በረጅም ጊዜ በመሆኑ “ዝምተኛው የዕይታ ሌባ” በመባል ይታወቃል።

💡የግላኮማ ምንነት፡
ግላኮማ በተለምዶ የዓይን ግፊት በሽታ በመባል የሚታወቅ ቢሆንም የዕይታ ነርቭንና ሬቲናን ከጊዜ ወደ ጊዜ  እየጎዱ የዕይታ አድማስን ለሚቀንሱ እንዲሁም ለዓይነስውርነት ለሚዳርጉ የዓይን እክሎች የተሰጠ የወል የበሽታ ስያሜ ነው።

💡ለግላኮማ ተጋላጭነታችንን የሚጨምሩ ነገሮች በጥቂቱ፦
⚜️እድሜ በተለይ ከ60 በላይ መሆን
⚜️በቤተሰብ ውስጥ የግላኮማ ታሪክ ካለ  በተለይ በመጀመሪያ ዘመድ
⚜️ከቁጥጥር ያለፈ የዓይን ግፊት
⚜️ከቁጥጥር ያለፈ የደም ግፊት እና የስኳር በሽታ
⚜️ዓይን ላይ የሚደርሱ አደጋዎች

💡የክፍት አንግል ግላኮማ  እና ዝግ አንግል ግላኮማ  ምልክቶች ምንድናቸው?

💡የልየታ ምርመራ የሚያስፈልገው ለእነማን ነው? መቼ? በየስንት ጊዜው?

💊ግላኮማ ሕክምናው ምንድነው?


👁እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾እዚህ ይጫኑ።

👁የቴሌግራም ቻናላችንን ለመቀላቀል 👉🏾 እዚህ ይጫኑ።"
1111,2024-07-16T05:52:53+00:00,"📣 ትልቅ ዜና 📣

#የአዕምሮ_ጤና_ላይ_የሚያተኩሩ_ውይይቶቻችን_ወደ_የጤና_ወግ_ተመልሰዋል። 

💡""ሚዲያ፣ በአእምሮ ጤናዎ ላይ ምን ያህል ተጽዕኖ ያሳድራል ብለው ያስባሉ?""🤔

የጤና ወግ የአዕምሮ ጤና ውይይቶች ከረጅም ቆይታ በኋላ ተመልሰዋል፡

✨ሚዲያ በአእምሮ ጤና ውስጥ የሚጫወተውን ሚና የሚዳስስ ጠቃሚ ውይይት ለማድረግ ተዘጋጅተናል።✨

🗓 በመጭው እሁድ ሃምሌ 15, ማታ 12:00 ሰዐት ውይይታችንን ይቀላቀሉ።

🎙የተከበሩ ተጋባዥ እንግዶቻችን ዶ/ር መስከረም አበበ እና የሸዋ ማስረሻን ጨምሮ ከባለድርሻ አካላት እና ሌሎች ተካፋይ እንግዶቻችን ጋር አብሮ በመሆን ውይይቱን እናቀርባለን።

⚡️ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

⚡️የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: እዚህ ይጫኑ"
1109,2024-07-15T07:02:10+00:00,"💥የኩላሊት በሽታ ክትትል እና የዳያሊሲስ ህክምና 

👉 የኩላሊት በሽታ አለቦት? ወይም የኩላሊት በሽታ ያለበት ሰው ያውቃሉ? ከኩላሊት በሽታ እና ከዳያሊሲስ ጋር እንዴት መኖር እንደሚቻል እንነጋገር.  

💥 የጤና ወግ ከዚህ ቀደም ስለ ኩላሊት በሽታ ክትትል እና የዳያሊሲስ ህክምና ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዶቻችን:
           ዶ/ር ሃመልማል ሀ/ጊዮርጊስ 
           እና 
           ዶ/ር ፍፁም ጥላሁን 

ስለ ኩላሊት በሽታ ክትትል እና የዳያሊሲስ ህክምና ለማወቅ ይህንን ውይይት እንጋብዝዎታለን።"
1108,2024-07-15T06:44:15+00:00,"የትኩሳት ማንቀጥቀጥ (Febrile Seizure)

🤱የትኩሳት ማንቀጥቀጥ ለወላጆች በጣም አስፈሪ ተሞክሮ ሊሆን ቢችልም ፤ ነገር ግን ምልክቶቹን ማወቁ ጭንቀትን ለማስታገስ እና በአፋጣኝ ታማሚውን ለመርዳት ይረዳል።     

🤒የትኩሳት ማንቀጥቀጥ ዋና ዋና ምልክቶች በጥቂቱ  
     🌡እጅና እግር ማጠንከር ወይም እጅ ና እግርን ባልተለመደ መልኩ በፍጥነት ማወዛወዝ
    🌡አይኖች ወደ ላይ መገልበጥ
    🌡ጥልቀት የሌለው አተነፋፈስ ወይም  ጊዜያዊ የትንፋሽ ማቆም                                                                                                                                                                                                      
🤒 የትኩሳት ማንቀጥቀጥ መንስኤዎች በጥቂቱ                 
      🌡የሰውነት ሙቀት በፍጥነት መጨመር
      🌡እንደ መተንፈሻ አካላት ኢንፌክሽን
     🌡የጆሮ ኢንፌክሽን ወይም እንደ ጉንፋን ካሉ የተለመዱ የልጅነት ሕመሞች  

🤒ልጅዎ የትኩሳት ማንቀጥቀጥ ካጋጠመው፣ ሊወስዷቸው የሚችሏቸው አንዳንድ እርምጃዎች ምንድናቸው?    

🤒እንዲሁም መቼ የሕክምና እርዳታ እንፈልግ?    

💊የትኩሳት ማንቀጥቀጥ በሽታ እንዴት ይታከማል?

💥እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾እዚህ ይጫኑ።

💥የቴሌግራም ቻናላችንን ለመቀላቀል 👉🏾 እዚህ ይጫኑ።"
1106,2024-07-14T15:00:21+00:00,ተጀምሯል !!
1103,2024-07-11T07:41:38+00:00,"💧በዚህ እሁድ በቴሌግራም ቀጥታ ስርጭት የሽንት ቧንቧ ኢንፌክሽን አና የኩላሊት ጠጠር የሚዳስስ ውይይት ይዘን ቀርበናል።

💡የኩላሊት ጠጠር በኩላሊታች ውስጥ የሚፈጠሩ ንጥረ ነገሮች እና ከጨው የተሠሩ ጠንካራ ክምችቶች ሲሆኑ በሽንት ቱቦ ውስጥ በሚያልፉበት ጊዜ ከባድ ህመም ሊያስከትሉ ይችላሉ።

🗣እንግዳችን:
👉ዶ/ር ሰይፈ በቀለ ጥላሁን 
(በጥቁር አንበሳ ስፔሻላይዝድ ሆስፒታል የቀዶ ጥገና ክፍል የዩሮሎጂ ረዳት ፕሮፌሰር)

🗓እሁድ ሀምሌ 7 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

⚡️ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

⚡️የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: https://t.me/+dl4juoncBxMyODVh"
1100,2024-06-30T15:04:15+00:00,ተጀምሯል !!
1098,2024-06-30T08:20:32+00:00,"የአልኮል ሱሰኝነት

🍷አልኮል ከጠጡ በኋላ የሚመጣው የባህሪና ስነ-ልቦናዊ ለውጥ የአልኮል ስካር (Alcohol intoxication) ይባላል፡፡ 

🍷አደገኛ በሆነ መጠን አልኮልን መጠጣት ምን አካላዊና ስነ-ልቦናዊ ጉዳት አለው?

      🍻ጭንቀት፣ ድባቴ፣ የእንቅልፍ መረበሽ፣
      🍻 የመርሳት በሽታና ራስን ለማጥፋት መነሳሳት፣
      🍻 ያለ አልኮል አካላቸውና አዕምሮአቸው በአግባቡ እንዳይሰራ በማድረግ በአልኮል ላይ ጥገኝነትን (ወይም ሱሰኝነትን) ማምጣት ይችላል፡፡

🍷አንድ የአልኮል ተጠቃሚ የአልኮል ሱሰኛ ነው የሚባለው መቼ ነው?

🍷አንድ የአልኮል ሱሰሰኝነት ያለበት ሰው እንዴት ከሱሱ መላቀቅ ይችላል?


🌟እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾እዚህ ይጫኑ።

🌟የቴሌግራም ቻናላችንን ለመቀላቀል 👉🏾 እዚህ ይጫኑ።"
1094,2024-06-27T16:40:42+00:00,"ስለ አልዛይመር በሽታ ምን ያህል ያውቃሉ?

✍🏽አሁን ያለንበት የ አውሮፓውያኑ ጁን (june) ወር የአንጎል ጤናና የአልዛይመር በሽታ ላይ ግንዛቤ የምንፈጥርበት ወር ነው።

👉🏾አልዛይመር  የዕለት ተዕለት ኑሮን የሚረብሽ የማስታወስ ችሎታ ማጣትን የሚያስከትል የመርሳት በሽታ ሲሆን በበሽታ የተጠቁ ሰዎች ህመሙ እንዳለባቸው ለማወቅ ስለሚከብዳቸው የቤተሰብ አባላት ወይም ወዳጆች ምልክቶችን ካዩ በሀኪም እንዲታዩ ማገዝ ይኖርባቸዋል።

💥የቴሌግራም ቻናላችንን ለመቀላቀል   
👉🏾 እዚህ ይጫኑ https://t.me/yetenaweg"
